trip_distance,trip_duration,total_amount,PRCP,SNOW,Tavg,passenger_count
0.07330754352030946,0.20763642507180263,0.14141414141414144,0.0,0.0,0.3137254901960784,0.16666666666666666
0.040232108317214695,0.10964689981415779,0.08916753744339952,0.0,0.0,0.8692810457516339,0.16666666666666666
0.040232108317214695,0.17401588106099003,0.10623476140717522,0.05405405405405405,0.0,0.8823529411764707,0.5
0.3528046421663442,0.2937996283155938,0.3517938000696622,0.0,0.0,0.8496732026143791,0.16666666666666666
0.1764023210831721,0.3336712282480148,0.24149541390920704,0.016216216216216214,0.0,0.6013071895424836,0.3333333333333333
0.04061895551257253,0.2042574759249873,0.11215604319052597,0.0,0.0,0.6078431372549019,0.5
0.04274661508704061,0.10863321507011321,0.1000232207128759,0.03243243243243243,0.0,0.4248366013071895,0.16666666666666666
0.024564796905222435,0.0804189896942051,0.0754673168466272,0.0,0.0,0.8300653594771241,0.16666666666666666
0.06769825918762089,0.1381990201047474,0.12045744804365495,0.1297297297297297,0.0,0.9084967320261438,0.3333333333333333
0.01934235976789168,0.09224531170805879,0.08214327179844422,0.4594594594594594,0.0,0.46405228758169936,0.16666666666666666
0.023210831721470017,0.08633215070113195,0.06850110298386161,0.0,0.0,0.6601307189542484,0.16666666666666666
0.015473887814313345,0.06014529481331306,0.05108556832694765,0.0,0.0,0.7581699346405228,0.3333333333333333
0.02901353965183752,0.13059638452441288,0.0925925925925926,0.0,0.0,0.6666666666666666,0.16666666666666666
0.02843326885880077,0.11116742693022472,0.08220132358063394,0.0,0.0,0.6601307189542484,0.16666666666666666
0.09458413926499032,0.21574590302415947,0.1518634622082898,0.04324324324324324,0.0,0.6993464052287581,0.16666666666666666
0.0034816247582205024,0.04443318128062173,0.061302681992337175,0.0,0.0,0.7843137254901961,0.16666666666666666
0.0276595744680851,0.2500422368643352,0.12748171368861025,0.0,0.0,0.6013071895424836,0.16666666666666666
0.01934235976789168,0.049839499915526275,0.061302681992337175,0.0,0.0,0.9803921568627451,0.16666666666666666
0.09400386847195358,0.23128906909951,0.15459189597120632,0.0,0.0,0.3202614379084967,0.16666666666666666
0.07872340425531915,0.19378273356985978,0.13793103448275865,0.0,0.0,0.4248366013071895,0.16666666666666666
0.07098646034816247,0.11353269133299543,0.09462440496923256,0.0,0.0,0.7712418300653595,0.16666666666666666
0.046421663442940034,0.14630849805710425,0.10304191338674099,0.0,0.0,0.8954248366013072,0.5
0.005609284332688587,0.012671059300557525,0.03657262277951934,0.0,0.0,0.9803921568627451,0.16666666666666666
0.11992263056092842,0.31238384862307816,0.20782538023917335,0.016216216216216214,0.0,0.326797385620915,0.16666666666666666
0.020889748549323017,0.033113701638790335,0.04208754208754209,0.027027027027027025,0.0,0.7385620915032679,1.0
0.1508704061895551,0.2816354113870586,0.21798444212237317,0.0,0.0,0.6797385620915033,0.0
0.048355899419729204,0.15053218449062342,0.11006617903169628,0.0,0.0,0.7777777777777778,0.5
0.011605415860735008,0.08160162189559048,0.05689074654591897,0.17297297297297295,0.0,0.7908496732026143,0.16666666666666666
0.016634429400386844,0.05913161006926845,0.06025774991292234,0.0,0.0,0.3202614379084967,0.16666666666666666
0.07040618955512572,0.12062848454130765,0.11203993962614654,0.0,0.0,0.16339869281045752,0.16666666666666666
0.21508704061895548,0.19614799797263052,0.23714153024497855,0.02162162162162162,0.0,0.5228758169934641,0.16666666666666666
0.023404255319148932,0.07433688122993748,0.07175200278648555,0.2432432432432432,0.0,0.4901960784313725,0.16666666666666666
0.03675048355899419,0.07467477614461901,0.07866016486706143,0.01081081081081081,0.0,0.5163398692810457,0.16666666666666666
